train_id,route,source,destination,distance_km,class,quota,date,day_of_week,is_holiday_or_festival,total_seats,seats_requested,seats_available_at_booking_time,booking_outcome,booking_attempt_timestamp
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,General,12-01-2027,Tuesday,0,64,2,45,success,30-12-2026 23:30
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,18-06-2027,Friday,0,72,5,24,success,14-06-2027 02:30
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,07-03-2027,Sunday,1,72,7,20,success,11-02-2027 13:27
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,1A,General,05-10-2027,Tuesday,0,24,1,13,success,16-09-2027 02:55
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,18-03-2027,Thursday,0,72,1,30,success,17-02-2027 08:48
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,11-10-2027,Monday,0,72,7,37,success,15-09-2027 09:59
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,07-01-2027,Thursday,0,72,5,35,success,05-01-2027 18:20
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,23-08-2027,Monday,0,72,2,30,success,11-08-2027 20:17
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,24-06-2027,Thursday,0,46,3,12,success,04-06-2027 13:35
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,13-05-2027,Thursday,0,64,2,24,success,14-04-2027 21:13
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,12-04-2027,Monday,0,64,6,21,success,06-04-2027 18:08
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,12-04-2027,Monday,0,46,3,25,success,15-03-2027 04:28
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,27-06-2027,Sunday,1,72,4,16,success,24-06-2027 02:14
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,08-01-2027,Friday,0,64,1,32,success,08-12-2026 23:11
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,1A,Tatkal,23-03-2027,Tuesday,0,24,4,8,success,03-03-2027 18:45
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,21-01-2027,Thursday,0,72,7,40,success,17-01-2027 15:26
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,General,13-05-2027,Thursday,0,64,4,38,success,29-04-2027 05:36
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,21-04-2027,Wednesday,0,72,4,32,success,08-04-2027 04:16
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,28-07-2027,Wednesday,0,64,5,39,success,23-07-2027 00:53
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,22-08-2027,Sunday,1,64,1,28,success,16-08-2027 22:02
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,27-08-2027,Friday,0,64,1,30,success,01-08-2027 22:58
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,06-03-2027,Saturday,1,72,5,28,success,05-02-2027 15:19
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,16-01-2027,Saturday,1,46,7,31,success,02-01-2027 21:32
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,Tatkal,21-02-2027,Sunday,1,46,7,9,success,30-01-2027 08:59
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,General,10-01-2027,Sunday,1,64,5,37,success,21-12-2026 22:26
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,03-07-2027,Saturday,1,46,1,12,success,18-06-2027 00:37
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,27-07-2027,Tuesday,0,72,1,30,success,17-07-2027 06:22
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,01-01-2027,Friday,0,64,6,47,success,05-12-2026 13:06
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,12-04-2027,Monday,0,72,3,28,success,27-03-2027 10:10
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,25-08-2027,Wednesday,0,72,4,42,success,16-08-2027 08:22
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,14-04-2027,Wednesday,0,72,7,51,success,27-03-2027 00:53
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,05-01-2027,Tuesday,0,72,7,29,success,27-12-2026 21:03
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,09-01-2027,Saturday,1,72,7,30,success,23-12-2026 22:26
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,29-03-2027,Monday,0,72,6,53,success,25-03-2027 05:37
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,27-07-2027,Tuesday,0,64,3,34,success,12-07-2027 09:19
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,22-06-2027,Tuesday,0,72,4,29,success,30-05-2027 21:02
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,17-11-2027,Wednesday,0,72,4,36,success,22-10-2027 22:49
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,23-10-2027,Saturday,1,72,1,33,success,09-10-2027 20:28
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,21-04-2027,Wednesday,0,64,6,48,success,22-03-2027 18:25
T010,Delhi-Pune,New Delhi,Pune,1450,2A,General,05-07-2027,Monday,0,46,7,24,success,28-06-2027 14:12
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,07-10-2027,Thursday,0,46,5,18,success,02-10-2027 17:29
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,20-11-2027,Saturday,1,64,3,15,success,07-11-2027 14:51
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,22-01-2027,Friday,0,72,3,35,success,15-01-2027 21:23
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,13-10-2027,Wednesday,0,72,7,36,success,20-09-2027 14:37
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,02-09-2027,Thursday,0,72,5,35,success,05-08-2027 08:38
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,16-03-2027,Tuesday,0,46,6,27,success,17-02-2027 22:04
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,12-09-2027,Sunday,1,72,6,38,success,31-08-2027 06:41
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,31-08-2027,Tuesday,0,46,4,16,success,02-08-2027 09:33
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,18-08-2027,Wednesday,0,64,1,30,success,19-07-2027 07:56
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,13-01-2027,Wednesday,0,64,1,22,success,11-01-2027 21:34
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,13-12-2027,Monday,0,72,5,45,success,02-12-2027 19:41
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,19-06-2027,Saturday,1,64,4,28,success,12-06-2027 00:14
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,09-12-2027,Thursday,0,72,2,24,success,06-12-2027 10:46
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,07-04-2027,Wednesday,0,72,3,38,success,14-03-2027 22:04
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,05-03-2027,Friday,0,64,5,25,success,07-02-2027 22:42
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,05-05-2027,Wednesday,0,72,4,38,success,19-04-2027 21:36
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,03-02-2027,Wednesday,0,64,4,20,success,29-01-2027 00:48
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,General,16-08-2027,Monday,0,46,4,34,success,02-08-2027 22:01
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,10-09-2027,Friday,0,64,2,36,success,22-08-2027 22:55
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,08-07-2027,Thursday,0,72,1,23,success,05-07-2027 12:00
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,12-04-2027,Monday,0,72,6,37,success,31-03-2027 16:26
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,02-04-2027,Friday,0,46,6,13,success,03-03-2027 19:57
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,13-12-2027,Monday,0,46,5,22,success,14-11-2027 03:49
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,1A,Tatkal,07-07-2027,Wednesday,0,24,4,16,success,20-06-2027 00:09
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,17-08-2027,Tuesday,0,72,4,34,success,30-07-2027 05:51
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,03-06-2027,Thursday,0,72,5,48,success,15-05-2027 14:14
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,Tatkal,30-11-2027,Tuesday,0,46,1,23,success,31-10-2027 02:37
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,14-11-2027,Sunday,1,64,5,32,success,16-10-2027 07:04
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,20-04-2027,Tuesday,0,64,2,37,success,26-03-2027 07:14
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,07-01-2027,Thursday,0,64,2,30,success,03-01-2027 03:16
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,09-04-2027,Friday,0,72,4,26,success,24-03-2027 07:39
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,22-05-2027,Saturday,1,64,5,33,success,15-05-2027 08:15
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,26-06-2027,Saturday,1,64,6,27,success,01-06-2027 00:32
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,02-05-2027,Sunday,1,72,7,20,success,28-04-2027 08:55
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,Tatkal,12-09-2027,Sunday,1,46,7,12,success,21-08-2027 13:41
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,27-02-2027,Saturday,1,72,2,36,success,11-02-2027 05:26
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,24-01-2027,Sunday,1,72,7,25,success,07-01-2027 14:45
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,1A,General,24-09-2027,Friday,0,24,1,20,success,22-09-2027 05:12
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,06-07-2027,Tuesday,0,72,5,46,success,12-06-2027 23:21
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,09-01-2027,Saturday,1,64,2,26,success,24-12-2026 10:11
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,20-10-2027,Wednesday,0,72,4,38,success,26-09-2027 14:57
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,08-11-2027,Monday,0,46,4,14,success,25-10-2027 02:37
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,19-03-2027,Friday,0,64,1,28,success,10-03-2027 08:43
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,1A,Tatkal,10-09-2027,Friday,0,24,6,14,success,12-08-2027 10:19
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,20-12-2027,Monday,0,72,2,30,success,12-12-2027 17:28
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,05-01-2027,Tuesday,0,46,4,16,success,17-12-2026 15:01
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,General,22-08-2027,Sunday,1,46,5,27,success,27-07-2027 04:03
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,03-08-2027,Tuesday,0,72,7,33,success,11-07-2027 12:19
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,21-06-2027,Monday,0,72,6,53,success,24-05-2027 05:53
T010,Delhi-Pune,New Delhi,Pune,1450,3A,General,30-10-2027,Saturday,1,64,2,34,success,23-10-2027 03:08
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,01-01-2027,Friday,0,72,5,43,success,18-12-2026 01:01
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,24-02-2027,Wednesday,0,72,7,30,success,29-01-2027 15:34
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,General,17-10-2027,Sunday,1,64,7,33,success,07-10-2027 02:06
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,General,16-08-2027,Monday,0,46,2,21,success,07-08-2027 04:41
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,17-09-2027,Friday,0,72,2,39,success,07-09-2027 15:39
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,21-08-2027,Saturday,1,46,6,10,success,15-08-2027 10:21
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,23-01-2027,Saturday,1,64,4,20,success,25-12-2026 01:37
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,06-07-2027,Tuesday,0,64,2,37,success,29-06-2027 10:38
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,25-01-2027,Monday,0,72,4,24,success,06-01-2027 19:50
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,26-07-2027,Monday,0,72,6,26,success,10-07-2027 19:20
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,15-11-2027,Monday,0,46,5,17,success,04-11-2027 01:51
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,25-03-2027,Thursday,0,72,3,39,success,10-03-2027 11:16
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,12-10-2027,Tuesday,0,72,7,37,success,17-09-2027 13:10
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,16-01-2027,Saturday,1,64,2,27,success,06-01-2027 17:00
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,General,03-01-2027,Sunday,1,46,1,25,success,17-12-2026 15:42
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,17-06-2027,Thursday,0,64,5,40,success,28-05-2027 01:08
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,1A,General,25-03-2027,Thursday,0,24,6,13,success,08-03-2027 06:49
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,04-11-2027,Thursday,0,46,7,28,success,06-10-2027 16:03
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,26-02-2027,Friday,0,72,2,25,success,04-02-2027 23:45
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,30-06-2027,Wednesday,0,64,5,28,success,27-06-2027 23:26
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,10-11-2027,Wednesday,0,46,4,15,success,08-11-2027 02:59
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,10-03-2027,Wednesday,0,72,4,46,success,21-02-2027 12:24
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,05-03-2027,Friday,0,46,1,28,success,03-02-2027 12:32
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,25-12-2027,Saturday,1,72,6,45,success,10-12-2027 00:18
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,General,06-06-2027,Sunday,1,46,7,20,success,11-05-2027 13:33
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,22-12-2027,Wednesday,0,72,5,38,success,10-12-2027 15:57
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,Tatkal,20-06-2027,Sunday,1,46,6,21,success,11-06-2027 00:18
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,01-02-2027,Monday,0,72,1,29,success,26-01-2027 12:43
T009,Pune-Delhi,Pune,New Delhi,1450,1A,General,27-06-2027,Sunday,1,24,7,17,success,27-05-2027 04:42
T010,Delhi-Pune,New Delhi,Pune,1450,1A,Tatkal,20-04-2027,Tuesday,0,24,7,14,success,14-04-2027 02:04
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,10-01-2027,Sunday,1,72,1,41,success,29-12-2026 02:04
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,01-08-2027,Sunday,1,72,4,14,success,08-07-2027 10:20
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,General,29-09-2027,Wednesday,0,64,1,36,success,22-09-2027 17:58
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,Tatkal,08-06-2027,Tuesday,0,46,6,15,success,31-05-2027 04:40
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,01-04-2027,Thursday,0,72,1,52,success,03-03-2027 00:20
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,02-04-2027,Friday,0,72,1,28,success,11-03-2027 05:45
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,1A,Tatkal,03-10-2027,Sunday,1,24,6,6,success,05-09-2027 09:38
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,02-11-2027,Tuesday,0,64,5,20,success,06-10-2027 14:59
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,31-03-2027,Wednesday,0,64,3,44,success,07-03-2027 09:37
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,29-04-2027,Thursday,0,64,7,25,success,12-04-2027 22:56
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,22-09-2027,Wednesday,0,64,6,24,success,11-09-2027 05:15
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,22-11-2027,Monday,0,72,6,27,success,11-11-2027 15:41
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,03-01-2027,Sunday,1,46,6,19,success,05-12-2026 10:19
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,29-05-2027,Saturday,1,64,3,16,success,04-05-2027 00:59
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,20-11-2027,Saturday,1,72,2,38,success,15-11-2027 06:18
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,13-06-2027,Sunday,1,64,4,18,success,19-05-2027 10:34
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,13-08-2027,Friday,0,72,6,28,success,02-08-2027 14:29
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,09-01-2027,Saturday,1,72,4,43,success,25-12-2026 19:38
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,05-01-2027,Tuesday,0,64,3,36,success,28-12-2026 16:53
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,02-09-2027,Thursday,0,72,1,24,success,14-08-2027 05:02
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,15-04-2027,Thursday,0,72,1,53,success,10-04-2027 22:25
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,27-12-2027,Monday,0,72,6,38,success,10-12-2027 05:06
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,08-01-2027,Friday,0,72,5,33,success,06-01-2027 13:32
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,General,13-03-2027,Saturday,1,64,2,29,success,08-03-2027 17:21
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,1A,Tatkal,28-05-2027,Friday,0,24,1,3,success,25-05-2027 07:14
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,01-06-2027,Tuesday,0,64,3,33,success,24-05-2027 06:19
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,General,04-06-2027,Friday,0,64,6,36,success,02-06-2027 00:31
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,17-12-2027,Friday,0,72,4,31,success,18-11-2027 11:30
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,24-08-2027,Tuesday,0,72,6,32,success,18-08-2027 07:31
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,19-01-2027,Tuesday,0,72,5,48,success,01-01-2027 05:03
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,28-10-2027,Thursday,0,72,1,51,success,07-10-2027 15:26
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,08-02-2027,Monday,0,72,5,32,success,06-02-2027 19:43
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,02-02-2027,Tuesday,0,72,3,34,success,24-01-2027 04:02
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,22-05-2027,Saturday,1,72,5,37,success,29-04-2027 11:35
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,23-11-2027,Tuesday,0,64,2,29,success,10-11-2027 03:19
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,18-07-2027,Sunday,1,64,2,38,success,20-06-2027 14:12
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,12-09-2027,Sunday,1,72,5,35,success,12-08-2027 13:09
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,29-10-2027,Friday,0,64,1,44,success,02-10-2027 12:49
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,28-12-2027,Tuesday,0,46,3,14,success,05-12-2027 12:01
T010,Delhi-Pune,New Delhi,Pune,1450,3A,General,30-10-2027,Saturday,1,64,2,34,success,25-10-2027 02:38
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,30-09-2027,Thursday,0,72,6,48,success,03-09-2027 04:40
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,06-10-2027,Wednesday,0,72,6,30,success,15-09-2027 07:56
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,17-08-2027,Tuesday,0,64,7,32,success,21-07-2027 08:45
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,26-12-2027,Sunday,1,64,6,25,success,09-12-2027 20:54
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,23-02-2027,Tuesday,0,72,7,36,success,28-01-2027 14:27
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,General,16-01-2027,Saturday,1,72,2,33,success,07-01-2027 21:11
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,30-09-2027,Thursday,0,64,3,33,success,28-09-2027 13:50
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,03-03-2027,Wednesday,0,72,1,43,success,02-02-2027 10:31
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,22-12-2027,Wednesday,0,72,5,49,success,28-11-2027 16:49
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,09-09-2027,Thursday,0,72,3,25,success,31-08-2027 03:20
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,09-11-2027,Tuesday,0,72,4,23,success,06-11-2027 06:22
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,14-12-2027,Tuesday,0,72,4,36,success,08-12-2027 22:19
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,21-12-2027,Tuesday,0,72,2,25,success,18-12-2027 05:22
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,30-11-2027,Tuesday,0,72,7,23,success,13-11-2027 09:08
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,11-07-2027,Sunday,1,72,1,47,success,15-06-2027 04:40
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,17-09-2027,Friday,0,64,7,30,success,02-09-2027 04:42
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,25-09-2027,Saturday,1,72,1,34,success,03-09-2027 17:16
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,19-06-2027,Saturday,1,64,7,24,success,07-06-2027 13:43
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,13-06-2027,Sunday,1,46,2,11,success,07-06-2027 23:12
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,27-03-2027,Saturday,1,72,4,21,success,04-03-2027 14:38
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,08-06-2027,Tuesday,0,72,2,38,success,28-05-2027 19:36
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,17-09-2027,Friday,0,72,6,38,success,19-08-2027 14:34
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,17-08-2027,Tuesday,0,72,5,41,success,22-07-2027 17:03
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,16-03-2027,Tuesday,0,72,4,52,success,18-02-2027 22:16
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,21-07-2027,Wednesday,0,64,4,32,success,11-07-2027 04:01
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,25-11-2027,Thursday,0,64,1,47,success,17-11-2027 08:40
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,03-05-2027,Monday,0,72,7,44,success,19-04-2027 22:19
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,30-03-2027,Tuesday,0,72,7,35,success,15-03-2027 06:06
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,20-11-2027,Saturday,1,72,7,15,success,26-10-2027 08:34
T010,Delhi-Pune,New Delhi,Pune,1450,2A,Tatkal,19-07-2027,Monday,0,46,3,28,success,15-07-2027 02:37
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,25-02-2027,Thursday,0,72,7,36,success,17-02-2027 12:15
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,1A,General,05-12-2027,Sunday,1,24,4,10,success,19-11-2027 10:06
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,26-07-2027,Monday,0,46,3,22,success,03-07-2027 16:58
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,16-08-2027,Monday,0,72,2,36,success,11-08-2027 05:42
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,02-02-2027,Tuesday,0,72,1,32,success,14-01-2027 11:33
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,09-02-2027,Tuesday,0,64,1,35,success,25-01-2027 15:49
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,25-03-2027,Thursday,0,64,5,21,success,26-02-2027 19:25
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,08-01-2027,Friday,0,72,5,35,success,30-12-2026 06:14
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,27-03-2027,Saturday,1,72,5,18,success,20-03-2027 16:32
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,06-06-2027,Sunday,1,64,5,15,success,20-05-2027 21:55
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,09-01-2027,Saturday,1,72,6,28,success,31-12-2026 11:50
